ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-8020,MapQuest,201,3,12/21/2016 10:33,12/21/2016 11:03,37.700714,-121.773895,,,0.01,Right hand shoulder blocked due to accident on I-580 Westbound near Exits 52 52B County Hwy-J2 Livermore Ave.,,N Livermore Ave,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,12/21/2016 10:53,57.9,,47,30.13,10,WSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8021,MapQuest,222,2,12/21/2016 10:50,12/21/2016 11:26,38.558609,-121.379501,,,0.01,Queueing traffic and right hand shoulder blocked due to accident on US-50 Eastbound at Exit 11 Watt Ave.,,S Watt Ave,R,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,12/21/2016 10:45,50,,71,30.17,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8022,MapQuest,201,2,12/21/2016 10:53,12/21/2016 11:27,38.104572,-120.908623,,,0.01,Accident on CA-26 Milton Rd near Milton Rd.,,S Highway 26,R,Linden,Calaveras,CA,95236,US,US/Pacific,KSCK,12/21/2016 10:55,52,,63,30.14,9,Variable,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8023,MapQuest,247,3,12/21/2016 11:02,12/21/2016 11:32,37.90094,-122.310699,,,0.01,Delays due to accident on I-80 Westbound at Exit 14A Central Ave.,,Central Ave,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,12/21/2016 10:53,54,,62,30.11,8,North,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8024,MapQuest,201,3,12/21/2016 11:01,12/21/2016 11:31,37.708939,-121.723686,,,0.01,Accident on I-580 Eastbound at Exit 55 Vasco Rd.,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,12/21/2016 10:53,57.9,,47,30.13,10,WSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8025,MapQuest,201,3,12/21/2016 11:07,12/21/2016 11:37,37.711376,-121.717934,,,0.01,Accident on I-580 Eastbound at Exit 55 Vasco Rd.,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,12/21/2016 10:53,57.9,,47,30.13,10,WSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8026,MapQuest,201,3,12/21/2016 11:18,12/21/2016 11:47,38.652336,-121.369736,,,0.01,Accident on I-80 Westbound at Exit 96 Madison Ave.,,I-80 W,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,12/21/2016 11:10,48.2,,71,30.17,7,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8027,MapQuest,201,2,12/21/2016 11:22,12/21/2016 11:51,37.409042,-122.07045,,,0.01,Connecting roadway blocked due to accident on US-101 Southbound at Exits 398B 399 399A 399B CA-85.,,US-101 N,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,12/21/2016 10:56,59,,51,30.14,10,North,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8028,MapQuest,241,2,12/21/2016 11:29,12/21/2016 12:03,38.663658,-121.292297,,,0.01,One lane blocked due to accident and people on the road on San Juan Ave Northbound near Madison Ave. Approach with care.,,San Juan Ave,R,Fair Oaks,Sacramento,CA,95628,US,US/Pacific,KMHR,12/21/2016 11:50,51.8,,62,30.13,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8029,MapQuest,201,2,12/21/2016 11:33,12/21/2016 12:03,38.664265,-121.250069,,,0.01,Accident on Madison Ave at Buena Vista Ave.,,Buena Vista Ave,R,Fair Oaks,Sacramento,CA,95628,US,US/Pacific,KMHR,12/21/2016 11:50,51.8,,62,30.13,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8030,MapQuest,201,2,12/21/2016 11:57,12/21/2016 12:27,37.894039,-122.075729,,,0,Accident on Boulevard Way at Flora Ave.,1275,Boulevard Way,R,Walnut Creek,Contra Costa,CA,94595-1106,US,US/Pacific,KCCR,12/21/2016 11:53,57.9,,42,30.09,10,Variable,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8031,MapQuest,201,3,12/21/2016 11:53,12/21/2016 12:23,37.575947,-122.047455,,,0.01,Accident on I-880 Southbound near Exit 22 Fremont Blvd.,,Nimitz Fwy S,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,12/21/2016 11:54,64.9,,29,30.12,10,NE,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8032,MapQuest,201,2,12/21/2016 11:54,12/21/2016 12:24,37.399925,-122.032677,,,0.01,Accident on US-101 Southbound at Exits 396B 396C CA-237.,,Bayshore Fwy S,R,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,12/21/2016 11:56,61,,42,30.11,10,NNW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8033,MapQuest,201,3,12/21/2016 12:00,12/21/2016 12:30,37.718925,-121.662109,,,0.01,Right hand shoulder blocked due to accident on I-580 Westbound near Exit 59 Carroll Rd.,,I-580 W,R,Livermore,Alameda,CA,94550,US,US/Pacific,KLVK,12/21/2016 11:53,60.1,,46,30.09,10,WSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8034,MapQuest,201,2,12/21/2016 12:14,12/21/2016 12:43,38.685501,-121.54026,,,0.01,Right hand shoulder blocked due to accident and stalled vehicle on County Hwy-E14 Elkhorn Blvd at CA-99.,,CA-99 S,R,Sacramento,Sacramento,CA,95836,US,US/Pacific,KSMF,12/21/2016 11:53,53.1,,66,30.13,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8035,MapQuest,201,2,12/21/2016 12:15,12/21/2016 12:44,38.71217,-121.391693,,,0.01,Accident on Watt Ave at Timberlane Pl.,3101,Timberlane Pl,L,Antelope,Sacramento,CA,95843-2017,US,US/Pacific,KMCC,12/21/2016 12:10,50,,66,30.13,7,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8036,MapQuest,201,2,12/21/2016 12:26,12/21/2016 12:56,38.660702,-121.332054,,,0.01,Right hand shoulder blocked due to accident on Madison Ave at Hackberry Ln.,,Hackberry Ln,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,12/21/2016 12:30,51.8,,67,30.12,6,NNE,3.5,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8037,MapQuest,201,3,12/21/2016 12:33,12/21/2016 13:03,37.72356,-121.940079,,,0.01,Right hand shoulder blocked due to accident on I-680 Northbound at Exit 31 Alcosta Blvd.,,I-680 N,R,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,12/21/2016 12:53,60.1,,42,30.06,10,ENE,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8038,MapQuest,201,2,12/21/2016 12:32,12/21/2016 13:01,37.978886,-121.340469,,,0,Accident on River Dr near Plymouth Rd.,4198,Plymouth Rd,R,Stockton,San Joaquin,CA,95204-1559,US,US/Pacific,KSCK,12/21/2016 12:55,55,,59,30.08,8,West,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8039,MapQuest,201,2,12/21/2016 12:49,12/21/2016 13:19,38.722183,-121.336052,,,0,Accident on Great Valley Dr at Red Jasper Way.,5526,Great Valley Dr,R,Antelope,Sacramento,CA,95843-3712,US,US/Pacific,KMCC,12/21/2016 12:50,53.6,,58,30.11,8,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8040,MapQuest,201,3,12/21/2016 13:32,12/21/2016 14:02,38.229153,-121.432816,,,0.01,Accident on I-5 Northbound at Exit 493 County Hwy-J8 Walnut Grove Rd.,,I-5 N,R,Galt,San Joaquin,CA,95632,US,US/Pacific,KSAC,12/21/2016 13:53,57.9,,56,30.07,9,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8041,MapQuest,201,2,12/21/2016 14:08,12/21/2016 14:38,37.750137,-121.138641,,,0.01,Accident on CA-99 Northbound at Exits 237 237B Jack Tone Rd.,,CA-99 N,R,Ripon,San Joaquin,CA,95366,US,US/Pacific,KMOD,12/21/2016 13:53,55.9,,53,30.06,6,Calm,,,Haze,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8042,MapQuest,201,2,12/21/2016 14:57,12/21/2016 15:27,38.710663,-121.347443,,,0.01,Accident on Don Julio Blvd at Poker Ln.,5256,Don Julio Blvd,L,Antelope,Sacramento,CA,95843,US,US/Pacific,KMCC,12/21/2016 14:50,55.4,,54,30.08,9,NNW,3.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8043,MapQuest,201,2,12/21/2016 15:11,12/21/2016 15:40,37.809204,-122.195663,,,0.01,Accident on CA-13 Warren Fwy Northbound at Exit 2 Monterey Blvd.,,Warren Fwy N,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,12/21/2016 14:53,64.9,,37,30.04,10,NE,11.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8044,MapQuest,201,2,12/21/2016 15:24,12/21/2016 15:53,38.563797,-121.491432,,,0.01,Accident on 16th St Westbound near I-80 Bus Capital City Fwy.,1565,W St,L,Sacramento,Sacramento,CA,95818-1526,US,US/Pacific,KSAC,12/21/2016 15:53,57,,57,30.04,10,NNE,3.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8045,MapQuest,201,2,12/21/2016 15:34,12/21/2016 16:04,36.988979,-121.935837,,,0.01,Accident on Soquel Dr at Park Ave.,,Soquel Dr,R,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,12/21/2016 15:53,64.9,,48,29.99,10,ENE,6.9,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8046,MapQuest,201,3,12/21/2016 15:35,12/21/2016 16:04,38.655796,-121.533295,,,0.01,Accident on I-5 Northbound at Exit 525A Del Paso Rd. On the median.,,CA-99 S,R,Sacramento,Sacramento,CA,95835,US,US/Pacific,KSMF,12/21/2016 15:53,55,,67,30.04,9,ESE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8047,MapQuest,201,2,12/21/2016 15:37,12/21/2016 16:07,38.629631,-121.475571,,,0.01,Accident on Northgate Blvd at San Juan Rd.,,San Juan Rd,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,12/21/2016 15:30,55.4,,54,30.07,9,Calm,,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8048,MapQuest,201,2,12/21/2016 15:36,12/21/2016 16:06,38.846264,-121.299644,,,0.01,Right hand shoulder blocked due to accident on CA-65 Northbound at Exit 313 Twelve Bridges Dr.,,CA-65 N,R,Lincoln,Placer,CA,95648,US,US/Pacific,KLHM,12/21/2016 15:35,55.4,,51,30.04,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8049,MapQuest,201,2,12/21/2016 15:40,12/21/2016 16:10,37.06649,-121.219147,,,0.01,Slow lane blocked due to accident on CA-152 Pacheco Pass Hwy at Dinosaur Point Rd.,,Pacheco Pass Hwy,R,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,12/21/2016 15:30,62.6,,52,30.01,10,North,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8050,MapQuest,241,2,12/21/2016 15:55,12/21/2016 16:25,37.944759,-122.514915,,,0.01,#1&amp;#2 lane blocked due to accident on US-101 Southbound at Exit 450B Sir Francis Drake Blvd.,,Sir Francis Drake Blvd,R,Larkspur,Marin,CA,94939,US,US/Pacific,KDVO,12/21/2016 15:55,57.2,,55,30.05,10,South,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-8051,MapQuest,201,2,12/21/2016 15:54,12/21/2016 16:23,36.991718,-121.382301,,,0.01,Accident on CA-152 Pacheco Pass Hwy Westbound at Casa de Fruta Pkwy.,,Pacheco Pass Hwy,R,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,12/21/2016 15:50,60.8,,55,30.01,10,North,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8052,MapQuest,201,3,12/21/2016 16:04,12/21/2016 16:34,37.824413,-122.268509,,,0.01,Slow lane blocked due to accident on I-980 Westbound at Exits 2A 2B I-580.,,I-580 W,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,12/21/2016 15:53,63,,41,30.03,10,NE,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8053,MapQuest,201,2,12/21/2016 16:06,12/21/2016 16:36,38.581463,-121.354073,,,0.01,Eastbound lane blocked due to accident on American River Dr at Whitehall Way.,,Piccadilly Cir,R,Sacramento,Sacramento,CA,95864,US,US/Pacific,KMHR,12/21/2016 16:45,53.6,,58,30.03,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8054,MapQuest,201,2,12/21/2016 16:25,12/21/2016 16:54,38.475582,-121.419487,,,0.01,Accident on Massie Ct at Stockton Blvd.,7761,Stockton Blvd,L,Sacramento,Sacramento,CA,95823-4309,US,US/Pacific,KSAC,12/21/2016 16:53,52,,66,30.03,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8055,MapQuest,201,3,12/21/2016 16:33,12/21/2016 17:02,37.976868,-122.520714,,,0.01,Lane blocked on exit ramp due to accident on US-101 Southbound at Exit 452 Irwin St.,,US-101 S,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,12/21/2016 16:35,53.6,,62,30.04,10,WSW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8056,MapQuest,241,2,12/21/2016 16:30,12/21/2016 16:59,37.604755,-122.195892,,,0.01,#3&amp;#4 lane blocked due to accident on CA-92 Eastbound in Redwood City.,,J Arthur Younger Fwy W,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,12/21/2016 16:54,60.1,,38,30.05,10,East,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8057,MapQuest,201,3,12/21/2016 16:49,12/21/2016 17:19,37.585072,-121.872681,,,0.01,Slow lane blocked due to accident on I-680 Northbound at Exits 21 21A 21B CA-84.,,I-680 N,R,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,12/21/2016 16:53,53.1,,55,30.03,10,ESE,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-8058,MapQuest,201,3,12/21/2016 16:55,12/21/2016 17:24,38.536564,-121.740005,,,0.01,Accident on I-80 Westbound at Exits 72 72A 72B Olive Dr.,,I-80 W,R,Dixon,Solano,CA,95616,US,US/Pacific,KEDU,12/21/2016 16:55,53.6,,62,30.07,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-8059,MapQuest,246,3,12/21/2016 17:14,12/21/2016 17:44,37.808498,-122.366852,,,0.01,Three lanes blocked due to accident on I-80 Westbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,12/21/2016 16:53,59,,48,30.03,10,NE,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-8060,MapQuest,241,2,12/21/2016 17:11,12/21/2016 17:41,39.510029,-121.489578,,,0.01,Lane blocked due to accident on CA-162 Olive Hwy Eastbound at CA-162 Olive Hwy.,4586,Olive Hwy,R,Oroville,Butte,CA,95966-5675,US,US/Pacific,KOVE,12/21/2016 16:53,57.9,,53,30.04,10,NW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-8061,MapQuest,201,3,12/21/2016 17:13,12/21/2016 17:43,38.742855,-121.271378,,,0.01,Slow lane blocked due to accident on I-80 Eastbound at Exits 103 103A 103B Sunrise Ave.,,I-80 E,R,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,12/21/2016 17:10,50,,66,30.04,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-8062,MapQuest,201,3,12/21/2016 17:58,12/21/2016 18:27,37.893448,-121.282372,,,0.01,#1 lane blocked due to accident on I-5 Northbound at Exit 468 County Hwy-J9 French Camp Rd.,,I-5 N,R,French Camp,San Joaquin,CA,95231,US,US/Pacific,KSCK,12/21/2016 17:55,48,,77,30.04,7,SW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8063,MapQuest,201,2,12/21/2016 18:05,12/21/2016 18:35,37.692719,-122.089622,,,0.01,Accident on Castro Valley Blvd at Norbridge Ave.,,Norbridge Ave,R,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,12/21/2016 17:54,57.9,,42,30.06,10,ENE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8064,MapQuest,241,2,12/21/2016 18:04,12/21/2016 18:34,37.251919,-121.937439,,,0.01,#3 lane blocked due to accident on CA-85 Southbound at Exit 9 Union Ave.,,CA-85 S,R,San Jose,Santa Clara,CA,95124,US,US/Pacific,KSJC,12/21/2016 17:53,57,,49,30.01,10,WSW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8065,MapQuest,201,2,12/21/2016 17:59,12/21/2016 18:28,37.758472,-121.492264,,,0.01,Accident on Grant Line Rd near County Hwy-J4 Byron Rd.,14747,W Byron Rd,R,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,12/21/2016 17:55,48,,77,30.04,7,SW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8066,MapQuest,201,2,12/21/2016 18:04,12/21/2016 18:33,38.25127,-121.292007,,,0.01,Accident on Fairway Dr Southbound at Caroline Ave. On the median.,455,Fairway Dr,R,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,12/21/2016 17:53,46.9,,80,30.04,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8067,MapQuest,241,3,12/21/2016 18:14,12/21/2016 18:43,38.21172,-122.144836,,,0.01,Lane blocked due to accident on I-80 Eastbound at Exit 39B CA-12.,,CA-12,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,12/21/2016 17:54,50,,68,30.01,10,ESE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8068,MapQuest,201,2,12/21/2016 18:15,12/21/2016 18:44,37.54982,-122.054665,,,0.01,Middle lane blocked due to accident on CA-84 Eastbound at Exit 37 Ardenwood Blvd.,,CA-84 E,R,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,12/21/2016 17:47,55.4,,67,30.03,10,NE,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8069,MapQuest,201,3,12/21/2016 18:11,12/21/2016 18:40,38.671066,-121.596024,,,0.01,Right hand shoulder blocked due to accident on I-5 Southbound at Exit 528 Airport Blvd.,,CA-16 E,R,Sacramento,Sacramento,CA,95837,US,US/Pacific,KSMF,12/21/2016 17:53,46.9,,83,30.03,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8070,MapQuest,202,2,12/21/2016 18:25,12/21/2016 18:54,39.118305,-122.88604,,,0.01,Serious accident on Nice-Lucerne Cutoff Rd in Lakeport.,,Nice-Lucerne Cutoff Rd,R,Lakeport,Lake,CA,95453,US,US/Pacific,KUKI,12/21/2016 17:56,48.9,,77,30.04,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8071,MapQuest,201,2,12/21/2016 18:22,12/21/2016 18:52,37.552235,-122.308876,,,0.01,Lane blocked on entry ramp due to accident on CA-92 Eastbound at Exit 12C Pacific Blvd.,,J Arthur Younger Fwy W,R,San Mateo,San Mateo,CA,94402,US,US/Pacific,KSQL,12/21/2016 17:50,57.2,,55,30.05,10,SSW,3.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-8072,MapQuest,241,2,12/21/2016 18:24,12/21/2016 18:54,37.294247,-121.960655,,,0.01,#1 lane blocked due to accident on County Hwy-G4 San Tomas Expy at Hamilton Ave.,,San Tomas Expy,R,Campbell,Santa Clara,CA,95008,US,US/Pacific,KSJC,12/21/2016 18:53,55,,51,30.04,10,SW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-8073,MapQuest,241,2,12/21/2016 18:27,12/21/2016 18:57,37.231239,-120.994263,,,0,Lane blocked due to accident on Hunt Rd at Gun Club Rd.,4124,S Hunt Rd,R,Gustine,Merced,CA,95322,US,US/Pacific,KMER,12/21/2016 18:45,42.8,,100,30.08,5,Calm,,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-8074,MapQuest,201,2,12/21/2016 18:29,12/21/2016 18:59,37.865192,-121.667648,,,0.01,Left lane blocked due to accident on Camino Diablo at Vasco Rd.,,Vasco Rd,R,Byron,Contra Costa,CA,94514,US,US/Pacific,KLVK,12/21/2016 18:53,46,43.1,68,30.05,10,East,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-8075,MapQuest,241,2,12/21/2016 18:44,12/21/2016 19:14,37.259705,-121.96888,,,0.01,#2 lane blocked due to accident on CA-85 Southbound at Exit 11B Winchester Blvd.,,CA-85 S,R,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,12/21/2016 18:53,55,,51,30.04,10,SW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
